outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,supported_by_n,primary_consensus_class,grouped_evaluable_representations,primary_crossings_evaluable,primary_crossings_retained,grouped_crossings_n,complete_primary_retention,any_primary_retention,median_grouped_minus_matched_effect,sample_size_maturity,tss_retention_class,internal_robustness_class,grouped_job_id,n_codes,requested_outer_folds,realized_outer_folds,outer_test_n_min,outer_test_n_max,outer_training_n_min,outer_test_codes_min,outer_training_codes_min,outer_test_positive_min,outer_test_negative_min,outer_training_positive_min,outer_training_negative_min,single_class_outer_test_folds,any_single_class_outer_test_fold,inner_folds_realized_min,inner_folds_realized_max,inner_validation_n_min,inner_training_n_min,inner_validation_codes_min,inner_training_codes_min,inner_validation_positive_min,inner_validation_negative_min,inner_training_positive_min,inner_training_negative_min,single_class_inner_validation_folds,any_single_class_inner_validation_fold,grouped_fold_adequacy_flag,any_single_class_inner_training_fold,grouped_fold_adequacy_reasons,adequacy_flag_definition,metric_construction,deprecated_r1_r4_uses_flagged_grouped_result
continuous,rna_pathway_activity,MSigDB Hallmark,STAD,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,348,,,2,exactly two,3,2,1,1,FALSE,TRUE,-0.0425844567914071,TRUE,partial retention,R3: mature with partial or single-representation retention,637,22,5,5,11,112,236,4,17,,,,,,,5,5,4,92,3,13,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,STAD,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,348,,,3,all three,3,3,3,3,TRUE,TRUE,-0.0328953168028507,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",638,22,5,5,25,159,189,4,17,,,,,,,5,5,4,122,3,13,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,STAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,348,,,3,all three,3,3,1,1,FALSE,TRUE,-0.0398821194685156,TRUE,partial retention,R3: mature with partial or single-representation retention,639,22,5,5,10,134,214,4,17,,,,,,,5,5,4,117,3,13,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,STAD,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,348,,,3,all three,3,3,3,3,TRUE,TRUE,-0.0123449986314594,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",640,22,5,5,10,177,171,4,17,,,,,,,5,5,7,103,3,13,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,STAD,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,348,,,1,representation specific,3,1,0,0,FALSE,FALSE,-0.0618055243866257,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,641,22,5,5,15,171,177,4,17,,,,,,,5,5,7,122,3,13,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,STAD,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,348,,,2,exactly two,3,2,0,0,FALSE,FALSE,-0.078783846049034,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,642,22,5,5,11,219,129,4,17,,,,,,,5,5,4,75,3,13,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,STAD,HALLMARK_KRAS_SIGNALING_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,348,,,1,representation specific,3,1,0,0,FALSE,FALSE,-0.154470669859538,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,643,22,5,5,12,166,182,4,17,,,,,,,5,5,3,133,3,13,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,STAD,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,348,,,3,all three,3,3,3,3,TRUE,TRUE,0.00129861279278287,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",644,22,5,5,13,174,174,4,17,,,,,,,5,5,7,78,3,13,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,STAD,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,348,,,3,all three,3,3,2,2,FALSE,TRUE,-0.00878795247844422,TRUE,partial retention,R3: mature with partial or single-representation retention,645,22,5,5,9,135,213,4,17,,,,,,,5,5,5,117,3,13,,,,,,,sparse grouped folds,,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,rna_pathway_activity,MSigDB Hallmark,STAD,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,348,,,3,all three,3,3,2,2,FALSE,TRUE,-0.0814256918565745,TRUE,partial retention,R3: mature with partial or single-representation retention,646,22,5,5,21,170,178,4,17,,,,,,,5,5,3,74,3,13,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,STAD,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,348,,,3,all three,3,3,1,1,FALSE,TRUE,-0.203359696693118,TRUE,partial retention,R3: mature with partial or single-representation retention,647,22,5,5,10,136,212,4,17,,,,,,,5,5,7,99,3,13,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,STAD,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,348,,,2,exactly two,3,2,0,0,FALSE,FALSE,-0.0810260284167802,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,648,22,5,5,11,148,200,4,17,,,,,,,5,5,3,107,3,13,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,STAD,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,348,,,3,all three,3,3,1,1,FALSE,TRUE,-0.0657856125064785,TRUE,partial retention,R3: mature with partial or single-representation retention,649,22,5,5,15,171,177,4,17,,,,,,,5,5,4,112,3,13,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,vitamin B6 metabolism,TGCT,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,149,,,1,representation specific,3,1,0,0,FALSE,FALSE,-0.132715471126195,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,650,15,5,5,8,85,64,3,12,,,,,,,5,5,3,35,2,9,,,,,,,sparse grouped folds,,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,rna_pathway_activity,MSigDB Hallmark,TGCT,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,149,,,3,all three,3,3,3,3,TRUE,TRUE,-0.0365124803872766,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",651,15,5,5,14,84,65,3,12,,,,,,,5,5,2,33,2,9,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,TGCT,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,149,,,3,all three,3,3,1,1,FALSE,TRUE,-0.284294421818627,TRUE,partial retention,R3: mature with partial or single-representation retention,652,15,5,5,10,84,65,3,12,,,,,,,5,5,3,37,2,9,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,TGCT,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,149,,,1,representation specific,3,1,0,0,FALSE,FALSE,-0.041837158639805,TRUE,no retention,R4: limited or cohort-structure-sensitive internal evidence,653,15,5,5,6,99,50,3,12,,,,,,,5,5,3,25,2,9,,,,,,,sparse grouped folds,,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,rna_pathway_activity,MSigDB Hallmark,TGCT,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,149,,,3,all three,3,3,3,3,TRUE,TRUE,-0.00908900263207002,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",654,15,5,5,7,89,60,3,12,,,,,,,5,5,2,37,2,9,,,,,,,sparse grouped folds,,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,rna_pathway_activity,MSigDB Hallmark,TGCT,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,149,,,3,all three,3,3,3,3,TRUE,TRUE,-0.0908948323700603,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",655,15,5,5,11,91,58,3,12,,,,,,,5,5,5,31,2,9,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,TGCT,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,149,,,3,all three,3,3,3,3,TRUE,TRUE,0.0542138052230485,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",656,15,5,5,9,97,52,3,12,,,,,,,5,5,3,31,2,9,,,,,,,sparse grouped folds,,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
continuous,rna_pathway_activity,MSigDB Hallmark,TGCT,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,149,,,3,all three,3,3,2,2,FALSE,TRUE,-0.0492679356849279,TRUE,partial retention,R3: mature with partial or single-representation retention,657,15,5,5,10,93,56,3,12,,,,,,,5,5,3,32,2,9,,,,,,,no audit trigger,,none,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,TGCT,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,149,,,3,all three,3,3,3,3,TRUE,TRUE,0.0282709491078927,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",658,15,5,5,5,89,60,3,12,,,,,,,5,5,4,38,2,9,,,,,,,sparse grouped folds,,outer_test_n_below_10,"Descriptive audit trigger: fewer than five realized outer folds, outer test n<10, a single-class binary outer test, inner validation or inner training fold, or fewer than 20 minority-class patients in any binary outer/inner training fit; not an exclusion or validity threshold.","All outer held-out patient predictions pooled once; metrics calculated on pooled OOF predictions, not averaged fold-specific metrics.",TRUE
